subject	run	auto_palign	corr_palign
Nic-Ele	1
Nic-Ele	2
Nic-Ele	3
Nic-Ele	4
Den-Loi	1
Den-Loi	2
Den-Loi	3
Den-Loi	4
Bac-Jul	1
Bac-Jul	2
Bac-Jul	3
Bac-Jul	4
